,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
38121,27,admin.,single,secondary,no,-145,yes,no,telephone,15,may,289,8,-1,0,unknown,no
35572,43,admin.,divorced,secondary,no,146,yes,no,cellular,7,may,274,3,358,2,failure,no
30225,72,retired,married,primary,no,9160,no,no,cellular,5,feb,229,1,-1,0,unknown,no
14823,51,services,married,secondary,no,1605,yes,no,cellular,16,jul,94,3,-1,0,unknown,no
44647,30,self-employed,married,tertiary,no,805,yes,no,unknown,1,sep,20,1,478,2,other,no
44416,30,housemaid,single,tertiary,no,19,no,no,cellular,4,aug,139,1,92,5,success,yes
2264,47,self-employed,divorced,secondary,no,218,yes,no,unknown,12,may,58,7,-1,0,unknown,no
18936,47,unemployed,married,secondary,no,123,no,no,cellular,4,aug,653,2,-1,0,unknown,no
29587,36,management,married,tertiary,no,254,no,no,cellular,3,feb,303,2,-1,0,unknown,yes
8548,48,services,single,secondary,no,3778,yes,no,unknown,3,jun,46,6,-1,0,unknown,no
43273,79,retired,married,primary,no,3025,no,no,telephone,11,mar,184,1,90,6,success,no
11245,52,management,married,tertiary,no,1147,no,no,unknown,18,jun,43,1,-1,0,unknown,no
2552,39,admin.,single,secondary,no,14,yes,yes,unknown,13,may,19,9,-1,0,unknown,no
16202,35,management,single,secondary,no,1031,yes,no,cellular,22,jul,254,1,-1,0,unknown,no
7727,24,admin.,single,secondary,no,1235,yes,yes,unknown,30,may,76,3,-1,0,unknown,no
14339,44,blue-collar,divorced,secondary,no,272,yes,no,cellular,14,jul,51,2,-1,0,unknown,no
17506,29,technician,single,secondary,no,426,yes,no,telephone,29,jul,121,6,-1,0,unknown,no
30372,30,services,single,secondary,no,405,yes,no,cellular,5,feb,103,1,265,2,other,no
9791,47,blue-collar,married,primary,no,214,yes,yes,unknown,9,jun,168,1,-1,0,unknown,no
19296,47,management,married,secondary,no,-1,no,no,cellular,6,aug,302,4,-1,0,unknown,no
16882,27,technician,married,secondary,no,0,yes,yes,cellular,25,jul,190,2,-1,0,unknown,no
386,57,technician,married,unknown,no,345,yes,no,unknown,6,may,125,1,-1,0,unknown,no
10843,44,housemaid,married,tertiary,no,460,no,no,unknown,17,jun,491,1,-1,0,unknown,no
7859,35,blue-collar,married,secondary,no,674,yes,no,unknown,30,may,274,2,-1,0,unknown,no
8343,28,blue-collar,single,secondary,no,5149,yes,no,unknown,2,jun,232,3,-1,0,unknown,no
30378,41,management,married,tertiary,no,1143,yes,no,cellular,5,feb,134,1,8,2,other,no
31873,53,blue-collar,married,primary,no,1090,yes,no,cellular,9,apr,207,1,-1,0,unknown,no
27559,52,blue-collar,married,secondary,no,580,no,no,cellular,21,nov,965,2,-1,0,unknown,yes
30846,56,technician,divorced,secondary,no,0,yes,no,cellular,9,feb,139,5,265,4,failure,no
4414,30,management,single,tertiary,no,3110,yes,no,unknown,20,may,133,1,-1,0,unknown,no
6577,32,management,married,secondary,no,350,yes,no,unknown,28,may,110,2,-1,0,unknown,no
1616,32,admin.,single,tertiary,no,490,yes,no,unknown,9,may,94,2,-1,0,unknown,no
39238,27,blue-collar,single,secondary,no,294,yes,no,cellular,18,may,466,2,-1,0,unknown,no
14507,52,blue-collar,divorced,secondary,no,0,no,yes,cellular,15,jul,231,2,-1,0,unknown,no
15607,32,services,single,primary,no,1806,no,yes,cellular,21,jul,126,4,-1,0,unknown,no
3411,41,blue-collar,married,secondary,no,680,yes,no,unknown,15,may,173,2,-1,0,unknown,no
1102,44,blue-collar,single,secondary,no,-212,yes,yes,unknown,7,may,103,4,-1,0,unknown,no
16952,45,blue-collar,married,secondary,no,79,yes,no,cellular,25,jul,98,1,-1,0,unknown,no
37417,37,management,single,secondary,no,1572,no,no,cellular,13,may,499,3,-1,0,unknown,no
37871,42,blue-collar,divorced,primary,no,1563,yes,no,cellular,14,may,164,2,364,1,failure,no
43950,32,technician,single,tertiary,no,705,no,no,cellular,17,jun,544,1,-1,0,unknown,yes
21212,52,management,married,tertiary,no,576,no,no,cellular,18,aug,762,3,-1,0,unknown,yes
43503,30,student,single,tertiary,no,7529,no,no,cellular,20,apr,175,6,183,1,success,yes
3078,44,admin.,married,primary,no,248,yes,no,unknown,14,may,234,1,-1,0,unknown,no
5639,27,admin.,married,secondary,no,3,yes,no,unknown,23,may,159,5,-1,0,unknown,no
23848,39,management,single,tertiary,no,109,no,no,cellular,29,aug,159,2,-1,0,unknown,no
15204,54,blue-collar,married,primary,no,1298,no,no,telephone,17,jul,304,4,-1,0,unknown,no
39985,39,technician,married,tertiary,no,794,no,no,telephone,3,jun,116,2,121,1,failure,no
3884,29,self-employed,single,secondary,no,272,yes,no,unknown,16,may,123,3,-1,0,unknown,no
34611,43,management,married,secondary,no,-100,yes,no,cellular,5,may,227,1,-1,0,unknown,no
10033,52,management,married,primary,no,48,no,no,unknown,9,jun,135,2,-1,0,unknown,no
38331,31,blue-collar,married,primary,no,-365,yes,no,cellular,15,may,36,1,-1,0,unknown,no
25251,58,management,divorced,tertiary,no,5037,yes,no,cellular,18,nov,1437,2,-1,0,unknown,yes
24509,55,retired,married,secondary,no,1504,yes,yes,cellular,17,nov,761,1,-1,0,unknown,yes
15454,30,technician,single,secondary,no,53,yes,no,cellular,18,jul,352,5,-1,0,unknown,no
23857,34,management,married,tertiary,no,53,yes,yes,cellular,29,aug,256,2,-1,0,unknown,no
19029,37,technician,single,secondary,no,181,no,no,cellular,5,aug,140,1,-1,0,unknown,no
4845,48,self-employed,married,secondary,no,4746,yes,no,unknown,21,may,32,11,-1,0,unknown,no
22204,48,technician,divorced,secondary,no,0,no,no,cellular,21,aug,76,4,-1,0,unknown,no
3487,54,technician,divorced,secondary,no,784,yes,yes,unknown,15,may,579,1,-1,0,unknown,no
19797,33,management,married,tertiary,no,2071,no,no,cellular,8,aug,106,2,-1,0,unknown,no
30718,56,management,married,tertiary,no,616,no,no,cellular,6,feb,156,1,-1,0,unknown,yes
43791,33,services,single,secondary,no,2881,no,no,cellular,26,may,289,1,328,1,success,yes
43723,50,technician,married,tertiary,no,1830,no,no,cellular,14,may,318,3,-1,0,unknown,no
18106,44,management,married,secondary,no,-665,no,no,cellular,30,jul,342,3,-1,0,unknown,no
42160,78,retired,divorced,primary,no,55,no,no,telephone,5,nov,143,3,90,1,other,no
6047,28,services,single,secondary,no,-358,yes,no,unknown,26,may,253,2,-1,0,unknown,no
41946,78,retired,married,unknown,no,4807,no,no,telephone,22,oct,1002,4,-1,0,unknown,yes
5968,53,blue-collar,married,secondary,no,974,yes,no,unknown,26,may,197,2,-1,0,unknown,no
1189,56,management,divorced,tertiary,no,177,yes,no,unknown,8,may,1040,1,-1,0,unknown,no
33781,39,admin.,married,tertiary,no,722,no,no,telephone,23,apr,141,1,-1,0,unknown,no
44832,28,admin.,married,secondary,no,242,yes,no,unknown,17,sep,47,1,779,12,failure,no
22331,37,unemployed,single,secondary,no,42,no,no,cellular,22,aug,99,2,-1,0,unknown,no
20195,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,139,2,-1,0,unknown,no
27668,53,technician,divorced,secondary,no,173,no,yes,cellular,21,nov,412,2,143,1,failure,no
14685,41,blue-collar,divorced,primary,no,664,no,yes,cellular,15,jul,955,5,-1,0,unknown,yes
4934,36,unemployed,married,secondary,no,-872,yes,yes,unknown,21,may,153,1,-1,0,unknown,no
26143,54,admin.,divorced,secondary,no,459,no,yes,telephone,20,nov,132,3,-1,0,unknown,no
7436,31,management,single,tertiary,no,457,yes,no,unknown,29,may,38,9,-1,0,unknown,no
4762,57,services,divorced,secondary,no,739,yes,no,unknown,20,may,352,5,-1,0,unknown,no
18235,55,retired,married,secondary,no,4194,no,yes,telephone,30,jul,208,3,-1,0,unknown,no
29576,31,technician,single,tertiary,no,1214,no,no,cellular,3,feb,39,1,-1,0,unknown,no
4337,60,retired,married,secondary,no,819,yes,no,unknown,19,may,110,2,-1,0,unknown,no
20679,55,management,married,tertiary,no,568,no,no,cellular,12,aug,940,10,-1,0,unknown,yes
28530,33,blue-collar,married,primary,no,902,yes,no,cellular,29,jan,207,2,247,2,failure,no
13590,48,services,married,secondary,no,124,no,yes,cellular,9,jul,294,1,-1,0,unknown,no
40018,26,management,single,tertiary,no,2786,no,no,cellular,3,jun,300,2,72,1,success,yes
26611,44,blue-collar,divorced,primary,no,3953,yes,no,cellular,20,nov,661,1,-1,0,unknown,no
43808,47,services,divorced,unknown,no,973,no,no,cellular,27,may,489,1,479,1,failure,yes
32570,31,services,married,secondary,no,-163,yes,no,cellular,17,apr,135,1,270,2,failure,no
16056,59,housemaid,married,primary,no,5,no,yes,telephone,22,jul,204,2,-1,0,unknown,no
4320,57,blue-collar,married,secondary,no,8195,yes,no,unknown,19,may,160,2,-1,0,unknown,no
18280,48,blue-collar,married,primary,no,816,yes,no,cellular,31,jul,114,7,-1,0,unknown,no
20215,60,retired,married,secondary,no,1210,no,no,cellular,11,aug,231,2,-1,0,unknown,no
38042,41,blue-collar,divorced,secondary,no,174,yes,no,cellular,14,may,367,2,297,1,other,no
6153,32,technician,single,secondary,no,535,yes,yes,unknown,27,may,156,2,-1,0,unknown,no
9197,40,management,single,secondary,no,269,no,no,unknown,5,jun,128,1,-1,0,unknown,no
18837,40,management,married,tertiary,no,1213,no,no,cellular,4,aug,53,1,-1,0,unknown,no
30334,50,blue-collar,married,secondary,yes,-812,no,yes,cellular,5,feb,8,8,-1,0,unknown,no
8112,55,blue-collar,single,primary,no,1187,yes,no,unknown,2,jun,193,2,-1,0,unknown,no
34834,26,admin.,single,secondary,no,96,no,no,cellular,6,may,606,1,345,1,failure,no
35611,33,technician,single,secondary,no,781,yes,no,cellular,7,may,201,1,-1,0,unknown,no
37344,31,blue-collar,married,secondary,no,1078,yes,no,cellular,13,may,248,1,330,3,other,no
26035,39,management,single,tertiary,no,633,no,no,cellular,19,nov,105,2,133,3,failure,no
38317,39,entrepreneur,married,unknown,no,98,yes,no,telephone,15,may,59,3,367,1,other,no
40615,57,management,married,tertiary,no,1660,no,no,cellular,4,aug,642,1,-1,0,unknown,yes
28565,32,technician,single,secondary,no,337,yes,no,cellular,29,jan,213,2,261,1,other,no
19662,31,management,single,tertiary,no,53,yes,no,cellular,7,aug,165,3,-1,0,unknown,no
17761,32,technician,married,secondary,no,84,no,yes,cellular,29,jul,403,3,-1,0,unknown,no
36908,37,technician,married,secondary,no,64,yes,no,cellular,12,may,239,4,278,2,other,no
22111,44,management,divorced,tertiary,no,243,no,no,cellular,21,aug,118,4,-1,0,unknown,no
34128,85,retired,married,primary,no,98,no,no,cellular,30,apr,416,1,-1,0,unknown,yes
38214,37,blue-collar,married,secondary,no,222,yes,no,cellular,15,may,7,6,357,1,failure,no
39395,27,technician,divorced,secondary,no,1977,yes,no,cellular,22,may,449,1,-1,0,unknown,yes
30463,28,management,single,tertiary,no,810,yes,no,cellular,5,feb,137,2,-1,0,unknown,no
30639,36,housemaid,married,primary,no,-125,no,yes,cellular,6,feb,91,2,-1,0,unknown,no
1619,35,technician,single,secondary,no,317,yes,no,unknown,9,may,292,2,-1,0,unknown,no
7469,48,blue-collar,married,unknown,no,2201,yes,no,unknown,29,may,364,2,-1,0,unknown,no
17405,37,blue-collar,single,primary,no,147,no,no,cellular,28,jul,192,19,-1,0,unknown,no
35382,51,services,married,secondary,no,1703,yes,no,cellular,7,may,101,1,-1,0,unknown,no
14333,43,blue-collar,single,tertiary,no,1344,yes,no,cellular,14,jul,74,2,-1,0,unknown,no
32590,45,unemployed,divorced,primary,no,407,yes,no,cellular,17,apr,196,1,-1,0,unknown,no
26373,30,technician,single,secondary,no,2153,no,no,telephone,20,nov,29,1,-1,0,unknown,no
28888,32,admin.,single,secondary,no,1465,no,no,telephone,30,jan,118,5,-1,0,unknown,no
21251,60,retired,married,secondary,no,262,no,no,cellular,18,aug,393,4,-1,0,unknown,no
25642,35,management,married,tertiary,no,131,yes,no,cellular,19,nov,248,1,-1,0,unknown,no
6526,47,admin.,married,secondary,no,-245,yes,no,unknown,27,may,145,5,-1,0,unknown,no
9952,43,blue-collar,married,primary,no,547,no,yes,unknown,9,jun,96,6,-1,0,unknown,no
3408,30,blue-collar,married,primary,no,124,yes,no,unknown,15,may,126,4,-1,0,unknown,no
1042,29,blue-collar,married,primary,no,190,no,no,unknown,7,may,51,1,-1,0,unknown,no
43009,75,retired,married,secondary,no,291,no,no,cellular,11,feb,515,1,183,1,failure,yes
37142,36,blue-collar,married,primary,no,828,no,no,cellular,13,may,1512,1,345,8,failure,yes
19831,39,management,married,tertiary,no,3590,no,no,cellular,8,aug,198,2,-1,0,unknown,no
35458,57,technician,married,secondary,no,1753,yes,no,cellular,7,may,539,1,-1,0,unknown,no
22849,40,management,married,tertiary,no,24450,no,no,cellular,25,aug,73,2,-1,0,unknown,no
5803,37,blue-collar,married,secondary,no,125,no,no,unknown,26,may,679,2,-1,0,unknown,yes
42499,29,management,single,tertiary,no,572,no,no,cellular,16,dec,314,1,195,1,success,yes
27856,57,management,married,secondary,no,0,no,no,cellular,28,jan,132,1,-1,0,unknown,no
20397,52,technician,married,secondary,no,989,no,no,cellular,11,aug,356,1,-1,0,unknown,no
31467,40,technician,single,tertiary,no,250,yes,no,cellular,1,apr,107,1,-1,0,unknown,no
37930,43,blue-collar,married,primary,no,479,yes,no,cellular,14,may,293,2,370,2,failure,no
31627,38,technician,married,tertiary,no,1997,yes,no,cellular,6,apr,90,10,-1,0,unknown,no
20065,61,housemaid,married,primary,no,368,no,no,cellular,8,aug,62,3,-1,0,unknown,no
19593,56,blue-collar,married,secondary,no,317,no,no,cellular,7,aug,112,7,-1,0,unknown,no
27705,49,admin.,single,secondary,no,981,yes,no,telephone,21,nov,10,3,-1,0,unknown,no
13641,53,management,married,primary,no,-139,no,no,cellular,9,jul,328,3,-1,0,unknown,no
24344,57,admin.,single,secondary,no,738,no,no,cellular,17,nov,56,1,-1,0,unknown,no
33865,41,management,married,tertiary,no,2226,no,no,cellular,30,apr,179,1,-1,0,unknown,no
20374,48,blue-collar,married,primary,no,719,no,yes,cellular,11,aug,418,5,-1,0,unknown,yes
38767,28,admin.,married,secondary,no,788,yes,no,cellular,18,may,11,14,-1,0,unknown,no
15786,37,self-employed,married,secondary,yes,0,no,yes,cellular,21,jul,320,1,-1,0,unknown,no
36151,49,blue-collar,married,primary,no,3652,yes,yes,cellular,11,may,568,1,285,2,other,no
25174,38,entrepreneur,married,tertiary,no,0,yes,no,cellular,18,nov,185,3,-1,0,unknown,no
5576,38,technician,single,secondary,no,372,no,no,unknown,23,may,59,3,-1,0,unknown,no
29542,28,unemployed,single,secondary,no,3463,no,no,cellular,3,feb,64,1,-1,0,unknown,no
36082,32,technician,single,tertiary,no,1094,yes,no,cellular,11,may,207,7,-1,0,unknown,no
8948,41,entrepreneur,married,primary,no,759,yes,no,unknown,4,jun,79,10,-1,0,unknown,no
2010,33,blue-collar,single,primary,no,447,yes,no,unknown,9,may,180,2,-1,0,unknown,no
23492,57,management,married,tertiary,no,75,no,no,cellular,28,aug,260,5,-1,0,unknown,no
34901,33,unemployed,single,tertiary,no,0,yes,no,cellular,6,may,124,1,-1,0,unknown,no
33528,56,blue-collar,divorced,secondary,no,9698,yes,no,cellular,20,apr,189,2,-1,0,unknown,no
43795,33,management,single,tertiary,no,9317,no,no,cellular,26,may,267,1,205,3,failure,no
16456,28,self-employed,married,tertiary,no,0,yes,no,cellular,23,jul,339,4,-1,0,unknown,no
10404,50,technician,married,tertiary,no,1347,yes,yes,unknown,12,jun,582,1,-1,0,unknown,no
14481,29,services,single,secondary,no,184,no,no,cellular,14,jul,46,3,-1,0,unknown,no
26285,45,entrepreneur,divorced,secondary,no,1187,no,yes,cellular,20,nov,157,1,-1,0,unknown,no
4993,28,admin.,married,secondary,no,170,yes,yes,unknown,21,may,492,1,-1,0,unknown,no
44787,30,management,single,tertiary,no,13774,no,no,cellular,14,sep,380,1,-1,0,unknown,no
31688,36,admin.,married,secondary,no,39,yes,no,cellular,7,apr,194,2,-1,0,unknown,no
30266,44,management,married,tertiary,no,673,no,no,cellular,5,feb,105,1,-1,0,unknown,no
20220,41,technician,single,secondary,no,214,no,no,cellular,11,aug,228,2,-1,0,unknown,no
41108,34,technician,single,secondary,no,1227,no,no,telephone,17,aug,122,1,109,1,other,no
252,34,services,single,secondary,no,0,yes,no,unknown,5,may,142,1,-1,0,unknown,no
20274,46,technician,divorced,secondary,no,256,no,no,cellular,11,aug,105,2,-1,0,unknown,no
11411,44,management,married,secondary,no,11972,no,no,unknown,19,jun,127,1,-1,0,unknown,no
14807,34,management,single,tertiary,no,431,no,no,cellular,16,jul,401,1,-1,0,unknown,no
6286,31,blue-collar,single,secondary,no,116,yes,no,unknown,27,may,261,1,-1,0,unknown,no
41457,62,unknown,married,secondary,no,367,no,no,telephone,7,sep,221,1,189,5,failure,no
28126,32,management,single,tertiary,no,4638,no,no,cellular,29,jan,180,1,-1,0,unknown,no
31935,34,services,married,secondary,no,404,yes,no,cellular,9,apr,208,12,337,1,failure,no
18018,45,management,married,primary,no,321,yes,no,cellular,30,jul,918,4,-1,0,unknown,no
9685,51,retired,divorced,tertiary,no,126,no,yes,unknown,6,jun,152,1,-1,0,unknown,no
13402,35,admin.,married,secondary,no,332,no,no,cellular,9,jul,199,2,-1,0,unknown,no
39877,38,self-employed,married,tertiary,no,846,no,no,cellular,2,jun,253,1,-1,0,unknown,no
18381,42,technician,married,tertiary,no,1079,no,no,cellular,31,jul,61,2,-1,0,unknown,no
18384,46,technician,married,secondary,no,0,yes,no,telephone,31,jul,181,2,-1,0,unknown,no
38429,37,services,single,secondary,no,1175,yes,no,cellular,15,may,102,1,333,2,failure,no
36985,40,blue-collar,married,unknown,no,87,yes,no,cellular,13,may,477,3,-1,0,unknown,yes
43600,45,unemployed,married,secondary,no,7203,no,no,cellular,30,apr,572,2,-1,0,unknown,no
14514,58,blue-collar,married,secondary,no,928,no,no,cellular,15,jul,656,3,-1,0,unknown,no
26784,33,blue-collar,married,primary,no,925,no,no,cellular,20,nov,884,3,-1,0,unknown,no
32145,50,self-employed,married,tertiary,no,202,yes,no,cellular,15,apr,107,1,148,4,failure,no
18231,44,services,married,secondary,no,742,no,no,telephone,30,jul,77,5,-1,0,unknown,no
31563,38,technician,married,secondary,no,275,yes,no,cellular,3,apr,277,2,333,1,failure,no
34280,41,blue-collar,married,secondary,no,1354,yes,no,cellular,4,may,106,2,-1,0,unknown,no
18906,45,unemployed,married,primary,no,2,no,no,cellular,4,aug,413,1,-1,0,unknown,no
16642,31,self-employed,married,secondary,no,296,yes,yes,cellular,24,jul,171,1,-1,0,unknown,no
29490,59,technician,divorced,secondary,no,2735,no,no,cellular,3,feb,213,2,-1,0,unknown,no
17486,56,management,divorced,tertiary,no,-59,no,yes,cellular,28,jul,127,6,-1,0,unknown,no
2457,43,blue-collar,married,unknown,no,24,yes,no,unknown,13,may,23,2,-1,0,unknown,no
22456,36,technician,married,tertiary,no,473,no,no,cellular,22,aug,72,2,-1,0,unknown,no
4911,30,blue-collar,single,primary,no,546,yes,no,unknown,21,may,396,1,-1,0,unknown,no
9204,40,self-employed,married,tertiary,no,1750,no,no,unknown,5,jun,197,1,-1,0,unknown,no
723,28,admin.,single,secondary,no,251,yes,no,unknown,6,may,178,2,-1,0,unknown,no
44073,56,blue-collar,married,primary,no,1014,no,no,unknown,2,jul,5,1,-1,0,unknown,no
10975,31,services,married,secondary,no,440,yes,no,unknown,17,jun,117,3,-1,0,unknown,no
4177,24,technician,single,secondary,no,-46,yes,no,unknown,19,may,23,1,-1,0,unknown,no
4287,28,management,single,secondary,no,471,yes,yes,unknown,19,may,123,2,-1,0,unknown,no
24807,48,entrepreneur,married,secondary,no,104,yes,yes,cellular,18,nov,55,1,-1,0,unknown,no
5766,38,services,single,secondary,no,322,yes,no,unknown,26,may,61,1,-1,0,unknown,no
24703,58,blue-collar,divorced,secondary,no,644,no,yes,cellular,17,nov,220,4,109,4,failure,no
26,39,management,single,tertiary,no,255,yes,no,unknown,5,may,296,1,-1,0,unknown,no
11652,36,student,married,tertiary,no,408,no,no,unknown,20,jun,112,3,-1,0,unknown,no
37890,34,blue-collar,married,primary,no,109,yes,no,cellular,14,may,685,2,-1,0,unknown,no
16102,32,entrepreneur,married,tertiary,no,964,yes,no,cellular,22,jul,370,2,-1,0,unknown,no
36981,42,blue-collar,single,unknown,no,2835,yes,no,telephone,13,may,61,4,350,1,failure,no
17478,50,admin.,married,secondary,no,298,no,yes,cellular,28,jul,174,6,-1,0,unknown,no
16638,30,unemployed,single,secondary,no,79,no,yes,cellular,24,jul,169,1,-1,0,unknown,no
6518,34,blue-collar,married,secondary,no,1412,yes,yes,unknown,27,may,157,2,-1,0,unknown,no
12562,61,retired,married,secondary,no,313,no,yes,unknown,3,jul,42,1,-1,0,unknown,no
1981,45,management,single,tertiary,no,5694,yes,no,unknown,9,may,214,2,-1,0,unknown,no
12412,56,entrepreneur,married,tertiary,no,-65,yes,no,unknown,30,jun,45,2,-1,0,unknown,no
11092,50,services,married,secondary,no,1134,no,no,unknown,18,jun,53,2,-1,0,unknown,no
3807,40,self-employed,married,tertiary,no,1126,yes,no,unknown,16,may,22,4,-1,0,unknown,no
37102,35,blue-collar,married,secondary,no,1831,yes,no,cellular,13,may,96,2,358,2,failure,no
12799,51,blue-collar,married,secondary,no,505,yes,no,telephone,7,jul,199,4,-1,0,unknown,no
11301,28,blue-collar,single,secondary,no,623,no,no,unknown,18,jun,25,41,-1,0,unknown,no
30273,30,blue-collar,single,primary,no,105,yes,no,cellular,5,feb,131,1,265,1,failure,no
19129,52,management,divorced,tertiary,no,64,no,no,cellular,5,aug,27,3,-1,0,unknown,no
42326,40,admin.,married,tertiary,no,764,yes,no,unknown,17,nov,85,1,-1,0,unknown,yes
41508,70,retired,married,primary,no,6538,no,no,cellular,9,sep,394,1,-1,0,unknown,yes
13699,50,admin.,married,secondary,no,858,no,no,cellular,9,jul,41,12,-1,0,unknown,no
2807,44,services,single,secondary,no,0,yes,no,unknown,14,may,179,1,-1,0,unknown,no
14377,32,management,married,tertiary,no,2,yes,no,cellular,14,jul,79,3,-1,0,unknown,no
14425,35,technician,married,secondary,no,0,no,no,cellular,14,jul,460,3,-1,0,unknown,no
27117,52,management,married,tertiary,no,6873,yes,no,cellular,21,nov,235,2,-1,0,unknown,no
28956,32,admin.,single,secondary,no,1,no,no,cellular,2,feb,75,1,208,1,failure,no
23163,39,management,divorced,tertiary,no,373,no,no,cellular,26,aug,148,4,-1,0,unknown,no
1001,50,technician,married,secondary,no,73,no,no,unknown,7,may,93,1,-1,0,unknown,no
13773,59,management,married,secondary,no,32,no,no,telephone,10,jul,121,1,-1,0,unknown,no
15847,35,management,single,tertiary,no,-324,no,yes,cellular,21,jul,985,11,-1,0,unknown,yes
43972,25,student,single,secondary,no,1957,no,no,cellular,24,jun,1207,4,385,1,failure,yes
14673,32,blue-collar,divorced,primary,no,142,yes,no,cellular,15,jul,257,5,-1,0,unknown,no
27891,53,housemaid,married,tertiary,no,554,no,no,cellular,28,jan,48,1,181,5,failure,no
11647,37,entrepreneur,married,tertiary,no,2685,no,no,unknown,20,jun,187,2,-1,0,unknown,no
37414,57,management,divorced,tertiary,no,408,yes,no,cellular,13,may,402,2,351,1,failure,no
25894,44,blue-collar,married,primary,no,612,yes,yes,cellular,19,nov,131,1,-1,0,unknown,no
32737,30,blue-collar,married,secondary,no,1171,yes,no,cellular,17,apr,45,7,324,2,failure,no
41017,35,admin.,single,tertiary,no,4233,no,no,cellular,13,aug,135,2,-1,0,unknown,no
26440,41,technician,married,secondary,no,1539,no,no,cellular,20,nov,100,2,-1,0,unknown,no
19065,47,unknown,married,unknown,no,301,no,no,cellular,5,aug,111,1,-1,0,unknown,no
44603,20,student,single,primary,no,825,no,no,unknown,28,aug,27,1,-1,0,unknown,no
27083,49,unemployed,married,secondary,no,13818,no,no,cellular,21,nov,201,1,113,2,failure,no
23878,39,management,married,tertiary,no,0,no,no,cellular,29,aug,94,2,-1,0,unknown,no
32454,43,blue-collar,married,unknown,no,245,yes,no,cellular,16,apr,829,1,-1,0,unknown,no
2492,44,management,married,tertiary,no,6203,yes,yes,unknown,13,may,129,1,-1,0,unknown,no
6149,32,blue-collar,married,secondary,yes,-238,yes,no,unknown,27,may,427,1,-1,0,unknown,no
38177,52,blue-collar,married,secondary,no,1039,yes,yes,telephone,15,may,146,4,-1,0,unknown,no
43736,79,retired,married,primary,no,1058,no,no,telephone,17,may,564,5,-1,0,unknown,no
40224,31,blue-collar,divorced,secondary,no,15187,no,no,cellular,12,jun,127,2,-1,0,unknown,no
35438,53,blue-collar,single,unknown,no,160,yes,no,cellular,7,may,589,2,-1,0,unknown,no
19655,61,housemaid,married,tertiary,no,746,no,no,cellular,7,aug,108,4,-1,0,unknown,no
40298,26,management,single,tertiary,no,170,no,no,cellular,15,jun,129,1,-1,0,unknown,yes
14793,31,services,married,secondary,no,-230,yes,yes,cellular,16,jul,715,1,-1,0,unknown,no
33697,29,technician,single,secondary,no,3466,no,no,cellular,21,apr,274,1,-1,0,unknown,yes
40516,51,technician,married,secondary,no,6840,no,no,telephone,7,jul,257,1,-1,0,unknown,yes
42261,43,unemployed,divorced,secondary,no,1854,no,no,cellular,13,nov,131,2,197,1,success,no
24380,45,housemaid,married,secondary,no,20187,yes,no,cellular,17,nov,707,1,-1,0,unknown,no
44154,63,retired,married,tertiary,no,4692,yes,no,cellular,13,jul,88,1,181,2,failure,no
3735,29,management,married,tertiary,no,1,yes,yes,unknown,16,may,49,1,-1,0,unknown,no
20993,56,technician,married,secondary,no,2065,no,no,cellular,14,aug,71,2,-1,0,unknown,no
18639,28,blue-collar,single,secondary,no,39,no,no,cellular,31,jul,22,7,-1,0,unknown,no
15753,42,technician,divorced,secondary,no,1858,no,no,cellular,21,jul,61,1,-1,0,unknown,no
23287,55,admin.,married,secondary,no,1232,no,no,cellular,27,aug,97,7,-1,0,unknown,no
230,47,blue-collar,married,primary,no,-12,yes,no,unknown,5,may,18,1,-1,0,unknown,no
23282,46,technician,married,unknown,no,312,no,no,cellular,27,aug,129,4,-1,0,unknown,no
24573,52,technician,married,secondary,no,1818,no,yes,cellular,17,nov,189,2,111,4,failure,no
25752,44,technician,single,secondary,no,1195,yes,no,cellular,19,nov,187,6,188,9,failure,no
40855,32,services,single,secondary,no,1153,no,no,cellular,12,aug,340,2,-1,0,unknown,no
40177,53,management,divorced,tertiary,no,380,no,yes,cellular,5,jun,438,2,-1,0,unknown,yes
1683,40,housemaid,divorced,secondary,no,108,no,no,unknown,9,may,93,1,-1,0,unknown,no
26988,40,services,married,secondary,no,10406,no,no,cellular,21,nov,348,2,127,4,other,no
26217,50,entrepreneur,married,tertiary,no,8649,yes,no,cellular,20,nov,141,1,-1,0,unknown,no
42191,44,admin.,single,secondary,no,1534,no,no,cellular,10,nov,95,1,95,3,success,yes
1916,39,blue-collar,married,primary,no,105,yes,no,unknown,9,may,294,2,-1,0,unknown,no
29754,54,admin.,single,secondary,no,15,yes,no,cellular,4,feb,93,1,-1,0,unknown,no
39571,34,management,single,tertiary,no,808,no,no,cellular,26,may,376,2,97,1,other,no
19319,41,technician,married,secondary,no,55,yes,no,cellular,6,aug,185,4,-1,0,unknown,no
24056,30,technician,married,tertiary,no,239,no,no,telephone,20,oct,73,1,-1,0,unknown,no
24188,58,technician,married,secondary,no,-942,yes,no,cellular,17,nov,131,1,-1,0,unknown,no
3518,59,retired,married,primary,no,1423,yes,no,unknown,15,may,584,2,-1,0,unknown,no
35023,37,management,single,tertiary,no,509,yes,no,cellular,6,may,133,1,-1,0,unknown,no
